+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                          ;
+----------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                      ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:22:g_FA2|g_xor2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:22:g_FA2|g_And1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:22:g_FA2|g_Not1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:22:g_FA2          ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:21:g_FA2|g_Or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:21:g_FA2|g_And2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:21:g_FA2|g_xor2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:21:g_FA2|g_And1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:21:g_FA2|g_Not1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:21:g_FA2          ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:20:g_FA2|g_Or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:20:g_FA2|g_And2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:20:g_FA2|g_xor2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:20:g_FA2|g_And1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:20:g_FA2|g_Not1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:20:g_FA2          ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:19:g_FA2|g_Or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:19:g_FA2|g_And2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:19:g_FA2|g_xor2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:19:g_FA2|g_And1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:19:g_FA2|g_Not1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:19:g_FA2          ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:18:g_FA2|g_Or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:18:g_FA2|g_And2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:18:g_FA2|g_xor2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:18:g_FA2|g_And1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:18:g_FA2|g_Not1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:18:g_FA2          ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:17:g_FA2|g_Or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:17:g_FA2|g_And2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:17:g_FA2|g_xor2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:17:g_FA2|g_And1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:17:g_FA2|g_Not1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:17:g_FA2          ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:16:g_FA2|g_Or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:16:g_FA2|g_And2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:16:g_FA2|g_xor2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:16:g_FA2|g_And1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:16:g_FA2|g_Not1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:16:g_FA2          ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:15:g_FA2|g_Or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:15:g_FA2|g_And2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:15:g_FA2|g_xor2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:15:g_FA2|g_And1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:15:g_FA2|g_Not1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:15:g_FA2          ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:14:g_FA2|g_Or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:14:g_FA2|g_And2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:14:g_FA2|g_xor2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:14:g_FA2|g_And1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:14:g_FA2|g_Not1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:14:g_FA2          ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:13:g_FA2|g_Or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:13:g_FA2|g_And2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:13:g_FA2|g_xor2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:13:g_FA2|g_And1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:13:g_FA2|g_Not1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:13:g_FA2          ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:12:g_FA2|g_Or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:12:g_FA2|g_And2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:12:g_FA2|g_xor2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:12:g_FA2|g_And1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:12:g_FA2|g_Not1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:12:g_FA2          ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:11:g_FA2|g_Or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:11:g_FA2|g_And2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:11:g_FA2|g_xor2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:11:g_FA2|g_And1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:11:g_FA2|g_Not1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:11:g_FA2          ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:10:g_FA2|g_Or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:10:g_FA2|g_And2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:10:g_FA2|g_xor2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:10:g_FA2|g_And1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:10:g_FA2|g_Not1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:10:g_FA2          ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:9:g_FA2|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:9:g_FA2|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:9:g_FA2|g_xor2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:9:g_FA2|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:9:g_FA2|g_Not1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:9:g_FA2           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:8:g_FA2|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:8:g_FA2|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:8:g_FA2|g_xor2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:8:g_FA2|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:8:g_FA2|g_Not1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:8:g_FA2           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:7:g_FA2|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:7:g_FA2|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:7:g_FA2|g_xor2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:7:g_FA2|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:7:g_FA2|g_Not1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:7:g_FA2           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:6:g_FA2|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:6:g_FA2|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:6:g_FA2|g_xor2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:6:g_FA2|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:6:g_FA2|g_Not1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:6:g_FA2           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:5:g_FA2|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:5:g_FA2|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:5:g_FA2|g_xor2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:5:g_FA2|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:5:g_FA2|g_Not1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:5:g_FA2           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:4:g_FA2|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:4:g_FA2|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:4:g_FA2|g_xor2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:4:g_FA2|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:4:g_FA2|g_Not1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:4:g_FA2           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:3:g_FA2|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:3:g_FA2|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:3:g_FA2|g_xor2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:3:g_FA2|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:3:g_FA2|g_Not1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
